is_urban,population_density,water_source,water_treatment,ph,avg_temperature_c,avg_rainfall_mm,avg_humidity_pct,flooding,Outbreak_Risk
0,728,5,1,7.52,28.5,43.4,62.2,0,1
0,490,2,1,8.3,35,758,84.4,0,0
0,492,3,3,7.33,25.3,77.8,73,0,1
0,186,2,2,7.01,24,23.7,64.1,0,0
1,465,5,3,6.92,29.6,79.2,53.3,1,1
1,493,1,1,6.95,34,577.4,94.3,0,1
0,367,5,1,7.71,29.3,200.5,78.2,1,1
1,421,2,3,7.19,44.9,38.6,50.3,0,0
1,260,1,2,7.19,35,545.1,93.2,0,0
1,1669,1,3,8.16,33.4,41.5,56.6,0,1
0,1346,3,3,6.94,30.8,204.8,93,0,1
0,495,5,3,6.74,30.6,511.5,75.2,0,1
0,1186,3,3,7.21,31.4,293.3,80.8,1,1
0,295,0,1,7.04,44.4,36.9,52.9,0,0
1,432,1,3,6.93,38.2,77.8,45.1,0,1
0,519,4,1,6.16,28.1,166.5,75.2,0,1
1,528,2,2,7.49,22,15.5,55,0,0
1,646,2,3,7.79,29,49.8,54.8,1,1
0,293,6,0,6.82,33.1,470.1,92.8,0,1
1,751,3,3,6.53,25.5,697.2,76.2,0,1
0,393,3,1,6.67,30.6,690.1,85.7,0,1
0,416,4,1,7.19,20,28.3,53.5,0,0
1,174,0,0,7.17,9.3,22.5,44.1,0,0
0,22,5,2,6.62,23.2,340.9,84.3,1,1
0,200,2,3,7.18,37.9,32.2,43.5,0,1
0,9422,3,3,7.45,18.5,21.5,38.4,0,1
0,762,4,2,6.41,34.4,122.6,86.9,0,1
1,1015,6,0,8.31,31.4,29.6,48.2,0,0
0,501,2,3,6.75,35.7,47,49.4,0,1
1,865,2,1,8.08,11.8,15.1,40,0,0
1,188,1,2,7.35,14.1,22.3,55.3,0,1
0,984,2,1,7.38,37.3,38.3,38.5,0,0
1,352,0,1,7.08,28.9,28.7,43.9,0,0
0,260,1,3,7.12,43.3,38.2,53.1,0,1
1,458,0,2,7.57,27.8,318.7,95.3,1,0
1,198,2,1,7.17,22.3,15.4,52.6,0,0
1,240,0,1,8.01,45.2,23,34,0,0
0,436,1,1,7.87,29.3,743.1,92.8,0,1
1,460,2,3,6.82,29.1,980.2,87.6,0,0
1,780,2,3,6.25,34.8,439,77.7,0,1
1,414,3,2,6.82,25,179.8,69.7,1,0
1,1793,2,3,6.94,35.3,619,86.6,0,0
1,265,0,1,7.07,27.3,297.3,70.3,1,0
1,347,5,1,7.4,29.9,27.9,44.5,0,0
0,468,2,0,8.22,11.1,9.8,58.6,0,0
0,77,6,3,6.86,31.6,58.6,56.4,0,1
0,769,0,2,7.93,24,26.4,40.1,0,0
1,92,2,1,8.34,17.4,9.5,44.4,0,0
0,2126,3,3,7.27,36.9,56.7,62.7,0,1
0,1265,1,3,7.06,31.7,440.9,79.5,0,1
1,854,6,3,7.75,19.3,22.7,35.4,0,1
1,31,2,0,7.1,18.6,40,59.3,0,0
0,181,1,3,7.02,10.4,17.5,36.4,0,0
1,429,6,0,7.13,36.2,33.3,56.4,0,0
0,316,0,3,7.78,30.8,502.7,74.6,0,1
1,529,2,0,8.2,18.6,15.8,60.2,0,0
1,219,1,2,7.46,25.3,624.1,80.8,0,1
1,361,2,0,6.9,31.7,335.6,85.2,0,0
0,205,2,0,7.26,8.6,23.1,58.2,0,0
0,798,5,3,6.94,28.2,644.8,84.5,0,1
0,396,1,3,6.88,44.2,46.2,53.3,0,1
1,348,2,1,6.85,27.2,207.7,95.4,0,0
1,362,2,1,7.48,24.4,33.8,51.3,0,0
0,223,0,0,7.15,47,29.7,30,0,0
0,425,3,3,7.57,23.6,26.4,70.7,0,1
1,361,5,3,6.83,39.8,71.4,53,0,1
1,752,1,3,7.38,13.4,28.8,42.8,0,1
0,428,4,3,6.62,33.4,335.8,83.1,0,1
1,395,1,1,6.92,27,34.5,57.9,1,0
0,347,6,2,6.98,30.5,184.6,65,0,1
0,861,1,0,8.47,34.8,263.5,92.2,0,0
1,183,0,1,8.17,46.1,57.7,39.5,0,0
0,1430,4,3,6.65,6.7,6,55.4,0,1
0,558,5,1,7.4,34,535.3,96.6,0,1
1,840,0,2,7.9,30.2,245.6,65.1,0,0
0,966,1,3,7.39,35.8,39.9,43.4,0,1
0,29,1,3,7.23,21.7,64.5,56.7,0,1
1,217,3,2,8.19,14.4,9.2,44.7,0,0
0,160,6,2,7.16,30.3,606.5,83.2,1,1
0,562,2,1,7.23,25.5,672.5,90.8,0,0
0,601,3,1,7.97,24.3,39.3,49.8,1,0
1,722,2,2,7.67,35.1,18.7,50.9,0,1
1,989,5,3,6.08,17.7,10.2,55.9,0,1
0,305,0,3,7.09,33.4,39.5,42.9,0,1
1,1324,3,2,7.66,46.9,26.1,48.3,0,0
1,705,1,3,6.68,32.8,473.6,71.9,0,1
1,1062,2,3,7.73,23.1,45.7,56.7,0,1
1,11324,0,1,7.36,36.2,413,77.6,0,0
0,265,6,2,7.51,23.4,139.6,83.9,1,1
1,151,1,1,7.06,31.6,108.9,65.2,0,0
0,373,5,1,7.22,24.4,807.7,85.6,1,0
1,245,2,3,7.41,47.5,24.4,31.9,0,1
1,515,1,3,7.57,29.3,974.9,82.4,0,0
1,1104,2,3,7.04,13.5,13.2,56.8,0,1
0,257,1,3,7.76,10.1,17.8,45.8,0,1
1,528,2,0,6.55,32.2,392.7,82.2,1,1
1,1355,4,0,7.77,26.9,12,40.5,0,0
0,160,5,0,7.75,30.7,166.4,83.6,0,0
1,441,2,1,6.83,30.3,234.3,81.2,0,0
1,1385,5,3,6.51,21.8,43.4,61.7,1,1
1,366,5,1,7.81,42.2,11.7,38.3,0,0
0,495,3,3,7.62,30.7,50.1,64.5,0,1
0,663,6,1,7.98,25.9,16.7,67.1,0,0
0,497,6,0,6.88,34.3,451.1,84,0,1
1,128,3,3,7.97,22.8,39.7,72.4,0,1
0,759,5,3,6.53,30.1,174.3,81.5,0,1
1,1764,0,3,7.14,31.6,36.8,55.9,0,1
0,397,1,3,6.83,26,48.1,40.4,1,1
0,153,5,3,7.28,42.3,11.8,45,0,1
0,346,2,1,7.03,29.6,603.2,87.8,0,0
1,398,2,2,8.37,43.9,68.1,45.4,0,0
1,415,0,2,7.08,38,61.6,49.5,0,0
1,480,1,3,7.47,32.4,242.4,81,0,1
1,266,0,3,6.78,28.6,644.4,89.3,0,1
1,1263,1,3,7.46,25.7,61.9,70.2,0,1
1,451,5,0,7.75,19.3,24,38.9,0,0
1,483,4,1,8.3,37.4,218.6,68.4,0,0
1,743,2,3,7.31,33.7,226.4,74.9,1,1
0,917,3,3,7.02,33.7,418.5,70.3,0,1
1,1040,1,3,7.84,31.4,113,69.2,0,1
1,223,0,0,7,30.5,198.8,88.3,1,0
1,788,0,0,7.37,31.9,38.2,55.1,1,0
0,1134,2,1,7.07,13.8,9.2,56.4,0,0
0,1305,0,2,7.93,40.4,25.4,40.9,0,0
0,405,3,3,7.2,26.6,196.9,87.1,0,1
0,155,4,2,6.75,21,22.5,56.8,1,1
1,396,0,3,7.71,7.5,19.6,42.8,0,1
0,1159,2,1,7.26,39.3,60.4,39.8,0,0
0,837,2,1,8.11,20.1,34.1,60,0,0
0,795,5,3,6.89,28.1,271.5,69.1,0,1
0,480,3,0,6.8,33.8,182.8,78.8,0,1
0,61,3,3,6.89,43.5,32.9,44.5,0,1
0,425,5,3,6.07,33.1,451.1,78.3,1,1
0,413,0,2,6.99,35.7,47.7,56.8,0,1
0,434,0,2,7.39,33.8,163.9,70.5,0,0
0,771,3,3,6.96,44.4,9.9,48.9,0,1
1,553,0,2,8.04,26.7,30.8,63.9,0,0
1,378,3,3,7.33,33.8,687.3,90.1,0,1
0,414,3,3,7.06,34.9,430.9,78.7,0,1
1,329,5,1,6.94,18.9,13.2,53.8,0,0
0,287,1,3,7.65,39.2,62.2,53.1,0,1
1,461,2,1,7.83,11.9,28.5,64.3,0,0
1,787,0,2,7.89,39.1,36.4,53.9,0,0
0,359,0,3,6.94,29.9,796.9,84.8,0,1
1,175,5,1,7.36,18,6.8,54.7,0,0
1,106,5,3,7.14,28.9,198.1,70.1,0,1
0,245,2,3,6.94,32.1,44.3,53.8,1,1
1,287,1,0,7.6,31,46.8,57.8,1,0
1,636,3,3,6.76,29,430.1,89.6,1,1
1,40,0,1,7.14,27.5,467.4,80.5,0,0
1,225,3,3,6.69,30.4,487.8,85.7,0,1
0,1128,0,0,8.18,46.7,58.3,30.9,0,0
1,556,1,1,6.22,30.1,633.7,97.9,0,1
0,207,5,3,7.89,21.9,12.6,35.7,0,1
0,1157,1,1,6.85,46.2,57.6,29.6,0,0
0,233,5,1,7.23,18.7,64.9,55.7,0,0
0,643,2,2,7.78,28.9,12.5,61.5,0,0
0,387,3,3,7.5,33.9,336.6,93.1,0,1
1,498,0,1,6.93,25.9,352.6,94.5,1,0
0,477,3,2,7.78,19.8,6.6,47.4,0,1
1,301,3,2,7.96,30.1,41.6,50.9,1,1
0,1743,5,3,6.73,29.3,584.7,86.9,0,1
1,159,4,0,6.78,20.3,30.5,70,0,1
0,854,5,3,7.32,30.3,45.6,50.2,0,1
1,442,2,2,7.46,26,217.5,87.9,0,0
0,701,5,3,7.73,25.5,38.3,66.4,0,1
1,294,1,3,6.72,28.3,200.4,76.1,0,1
0,483,2,2,7.27,23,96.9,69.5,1,0
0,533,1,3,7.38,23.8,11.1,69.3,0,1
0,598,2,3,6.74,33,395.7,86,1,1
1,929,5,2,7.11,29.9,492.2,90,1,1
0,64,5,3,7.48,36.4,240.4,77.9,0,1
1,21,2,1,6.86,34.4,111.1,64.4,0,0
0,986,3,2,6.95,32.1,177.1,80.9,0,1
1,366,4,3,7.96,29.7,248.5,86.4,1,1
0,360,4,3,7.43,27.2,136.6,76.6,0,1
0,180,1,3,7.96,42.7,24.9,35.6,0,1
1,420,3,3,7.88,29.8,481.1,75.2,1,1
0,1046,1,3,6.93,29.6,172.3,84.1,0,1
0,952,1,3,6.61,33,742.4,89.7,1,1
1,1115,0,1,6.92,11.1,29.4,50.6,0,0
0,1110,0,2,6.85,31.6,379.5,90.9,1,1
0,876,5,3,6.26,33.5,191.9,68.3,1,1
1,415,4,0,6.97,25.8,58,40.3,0,0
1,768,5,3,7.64,34.5,720.4,81.3,0,1
1,753,0,3,7.64,25.6,36.3,49.1,0,1
0,461,6,2,7.54,8.6,26.8,30.1,0,0
1,336,1,3,7,39.9,10.1,36.3,0,1
1,209,5,2,6.86,24.6,20.9,50.3,0,0
1,101,2,3,7.89,21,27.5,53.1,0,0
1,627,0,2,7.35,20,9.4,47.8,0,1
0,479,0,3,7.81,34.9,440.1,74.6,0,1
0,189,2,3,7.83,23.1,435.5,97.6,0,1
1,1104,5,3,7.24,30.7,876.5,90.2,0,1
0,181,0,3,7.28,29.1,158.2,72,0,1
0,45,5,1,7.34,20.6,54.6,70.1,0,0
0,436,3,3,7.59,31.9,77.7,56.5,0,1
1,246,2,0,7.51,29,68.8,71.8,0,0
1,1178,3,3,7.49,25.5,302.3,89.2,0,1
1,364,0,2,7.16,45.6,52.6,40.6,0,0
0,656,3,3,8.06,28.4,31.9,50.4,0,1
0,400,5,2,6.61,31.6,656,83.6,0,1
0,930,5,3,7,34.4,716.7,81.5,0,1
0,1786,6,3,7.95,30.8,327.1,96.3,0,1
0,328,2,1,7.59,26.9,85.3,69.2,1,0
0,337,0,1,7.47,28.4,564.3,87.7,0,0
1,148,1,3,7.93,20.8,41.5,52.3,0,1
0,146,1,2,6.99,13.1,23.4,47.9,0,1
0,1383,2,1,7.14,33.3,361.8,83,0,0
0,305,2,3,7.54,29.3,658.2,85.8,0,1
1,1274,2,0,8.21,42.2,74.9,45.6,0,0
0,1129,2,3,7.75,31.3,14.9,58.6,1,1
0,327,0,3,7.37,27.5,636.1,72.2,0,1
0,431,1,3,6.88,24.7,21.3,59.3,0,1
0,476,1,3,7,31.2,780.3,88.2,1,1
0,33,2,1,7.44,32.4,115.9,68.7,0,0
0,821,5,2,7.15,29.9,113.5,76.1,0,1
1,360,3,1,8.45,21,93,57.6,1,0
0,103,1,3,7.19,19.6,40.9,70.4,0,1
1,841,4,2,7.58,10.4,13.5,47.5,0,0
0,261,2,1,7.28,38.7,39.3,37.2,0,0
0,996,1,3,6.4,26.7,176,80.8,0,1
1,984,2,2,8,35.6,525.4,82.1,1,0
0,104,0,3,6.72,28.9,331.1,90,1,1
0,1185,5,3,7.39,23,54.3,64.1,0,1
0,110,2,3,7.06,17.8,22.6,59.8,0,1
0,76,5,3,7.37,26,671.6,92.2,0,1
0,948,1,3,7.45,33.1,266.3,75.1,0,1
1,288,0,3,7.2,34.4,503.6,94.3,0,1
0,479,1,1,6.96,18.1,29.4,60.8,0,0
1,420,2,2,6.92,15.9,6.5,35.1,0,0
1,369,2,0,8.21,39.2,60.1,56.5,0,0
1,636,2,2,7.76,15.7,11.6,59.4,0,0
0,333,0,1,7.78,20.5,65.8,71,0,0
0,758,1,1,7.7,25.4,31,40.7,0,0
0,341,1,3,7.9,30.7,81.3,65.2,0,1
1,1454,5,1,7.01,12.5,22.5,53.4,0,0
0,369,3,3,6.22,33.8,60.9,40.3,0,1
0,258,1,0,6.52,36.9,332.8,87.2,0,1
1,201,2,3,7.7,36.5,19.7,22.5,0,1
0,723,5,3,7.26,31.2,269.9,67.7,1,1
1,787,2,3,7.84,28.4,357.9,86.5,0,1
0,359,0,2,7.91,21.3,18.2,32.6,0,0
1,2596,1,3,6.9,30.2,446.4,70.1,0,1
0,813,5,3,6.37,36.6,270.6,80.5,0,1
0,673,0,2,7.54,33.5,734.5,91.2,0,0
1,57,2,3,7.07,6.2,22.6,45,0,0
1,215,3,1,8.43,28.4,369,76.1,0,0
0,548,2,3,6.96,31.8,129.8,84,0,1
0,216,2,3,6.61,29.3,69.9,65.3,1,1
1,412,2,1,7.23,27.5,74.8,72.9,0,0
0,964,1,2,6.28,27.1,22.3,67.3,0,1
0,484,3,3,7.75,41.4,33.3,28,0,1
1,10999,0,3,7.51,35.7,162.9,89.1,0,1
1,529,0,1,7.16,27.6,39.5,61.2,0,0
0,247,1,0,6.34,6.8,23.2,57.1,0,1
1,1228,0,2,7.97,23.1,47.5,63.4,1,0
0,555,2,2,7.23,34.6,211.8,91.8,0,0
0,435,2,2,7.97,25.7,31,67.5,0,0
1,618,1,3,7.17,33.3,254.7,84,0,1
0,529,1,3,6.59,35.9,70.4,53.7,0,1
0,47,0,0,6.85,15.3,14.2,64.3,0,0
0,235,2,3,7.67,23.5,51.7,65.4,0,0
0,2778,6,3,6.77,26.1,300.5,80.1,1,1
1,80,1,3,7.5,29.7,252.6,79.5,0,1
0,241,4,2,7.84,26.4,39.4,46.5,0,0
1,566,2,1,7.12,24.5,16,47.9,0,0
1,234,5,3,6.86,36.9,125.9,77.7,0,1
1,401,3,3,8,21.1,22.4,45.2,0,1
1,276,1,3,7.62,12.7,24.7,48.9,0,1
0,243,1,0,7.09,19.7,8.6,35.5,0,1
0,346,0,1,6.8,35.7,459.1,83.6,1,1
0,410,0,1,7.85,26.6,52.6,41.9,0,0
1,399,5,3,7.97,34.9,590.2,70.3,0,1
0,452,1,3,6.45,32.2,742.1,85.9,0,1
0,37,6,1,6.74,19.3,29.7,46.6,0,1
1,426,3,3,6.54,25.5,42,57.3,0,1
1,8,0,1,8.07,39.4,20.7,50.8,0,0
0,139,5,3,6.54,33.1,483.6,78.1,1,1
0,44,3,3,7.8,27.2,780.4,91.3,1,1
1,626,3,3,6.98,44.4,35.9,47.1,0,1
0,129,6,0,7.24,31.4,469.9,82.3,0,1
0,470,2,1,7.51,22.1,41.7,56.9,0,0
0,656,4,3,6.79,23.6,55,70.3,0,1
1,375,1,3,7.33,27.4,394.4,73.6,0,1
0,1245,2,2,7.77,33,387.1,80.5,0,0
0,356,5,3,6.54,25.5,607.9,74.5,1,1
0,274,2,0,8.11,31.6,381.9,73.3,0,1
0,366,4,3,6.68,30.2,39.5,45,0,1
1,347,5,3,7.04,16.2,27.1,53.9,0,1
0,439,2,2,8.02,21.3,16.6,40.3,0,0
1,363,3,1,8.34,39.9,12.5,22.3,0,0
1,1489,0,3,7.1,30.6,241.5,69.4,0,1
1,430,6,1,7.71,35.5,690.3,72.9,0,1
1,581,1,1,7.23,33.9,535.8,84.1,1,1
1,592,2,1,8.49,21.3,57.8,61.1,1,0
1,664,0,3,7.17,31.7,218.5,81.7,0,1
0,307,3,2,7.72,21.5,12.2,35,0,1
0,1026,2,3,7.34,17,12.2,49.6,0,0
1,728,1,2,7.64,25.5,399.7,73.9,0,0
1,1243,3,0,6.85,35.5,56.7,46.5,0,0
0,994,1,1,7.62,21.2,23.3,62.9,0,0
1,1398,6,3,7.45,46.7,52.7,49.5,0,1
0,369,5,3,6.8,34.2,156.4,80.1,0,1
1,211,1,3,6.71,28.8,243.1,93,0,1
0,1030,5,3,7.17,29.3,240.3,73.6,0,1
0,717,4,3,6.61,34.9,76.8,56.1,0,1
1,906,2,0,7.46,31.3,28.7,58.9,0,0
1,201,2,2,7.81,26.9,180.1,68.8,1,0
0,731,1,3,7.62,37.6,412.5,73,1,1
0,1392,0,1,8.41,47.6,35,49.1,0,0
1,555,3,3,7.94,39.9,30.5,27.9,0,1
0,2089,1,3,7.03,41.4,23.1,44.3,0,1
0,480,6,0,6.36,28.1,430.4,66.2,0,1
0,195,0,2,7.17,36.9,11.7,28.2,0,0
1,607,3,0,8.1,9.6,9.4,50.4,0,0
1,228,2,3,7.27,24,70.3,65.6,1,0
1,493,0,1,8.44,26.7,83.7,66.4,0,0
0,1155,5,3,6.93,32.6,312.3,77,0,1
0,358,5,1,7.09,44,21.2,30.3,0,1
0,344,4,3,6.38,28.7,760.9,70.9,0,1
1,338,6,1,8.16,27.4,16.9,35.3,0,0
0,1379,2,3,7.22,28.3,63.4,68.3,0,1
1,9717,5,0,6.96,35.3,25.4,32,0,1
1,553,3,0,6.83,35.2,69.8,57.4,0,0
0,749,4,0,6.7,46.2,40.6,36.2,0,1
0,794,5,3,6.77,32.2,64.3,63.1,0,1
0,296,3,3,7.42,35.5,344.6,84.1,1,1
1,608,4,3,7.67,35.8,229.7,91.1,0,1
0,387,2,2,7.29,37.2,78.4,56,0,0
1,419,2,0,7.7,16.3,8,36,0,0
0,146,1,3,6.92,35,399.7,83.3,0,1
1,497,0,1,7.37,19,8.4,37.1,0,0
0,742,5,3,6.58,27.2,24.1,66.4,0,1
0,1131,1,1,8.31,11.2,11.1,57.6,0,0
1,719,0,3,7.36,37.7,39.9,43.5,0,1
0,410,5,3,6.14,29.6,674.8,83,0,1
1,680,3,3,7.34,29.2,496,69.8,0,1
0,420,0,1,8.31,27.6,615.9,78.6,0,0
1,1768,2,3,6.77,29.7,530.3,86,0,1
0,1367,1,3,6.42,30.5,401.6,87.3,0,1
0,271,1,3,6.93,29.3,47.6,47.8,0,1
1,65,2,0,8.41,22.4,27.9,53.4,1,0
0,232,3,3,6.69,25.9,22.7,62.2,0,1
1,178,5,0,8.12,45,26.7,30.5,0,0
1,851,1,3,7.09,7.1,18.6,37.3,0,1
1,214,5,2,6.4,28.7,42.5,45.6,0,1
1,471,2,2,7.66,30.8,10.7,41.9,0,1
0,454,0,2,7.46,40.6,24.7,41.8,0,1
0,370,1,2,7.6,31.8,32,74.2,0,1
0,749,3,3,6.23,30.1,643.3,87.3,1,1
1,1448,5,3,7.57,32.9,487.7,75.6,0,1
1,284,0,3,7.63,32.5,192.8,89.1,1,1
1,1523,2,2,7.04,11.1,18.8,37,0,0
1,11373,5,1,6.86,29.8,30.3,41.6,0,1
1,170,0,3,6.39,30.7,319.7,86.5,0,1
1,626,0,1,7.07,14.4,6.6,35.1,0,0
0,1383,2,0,7.23,47.8,28.6,50.8,0,0
0,10431,0,1,6.99,22.9,16.3,59.3,0,0
0,225,3,3,7.79,31.5,349.3,93.4,0,1
1,920,0,2,6.96,37.8,237.3,69.6,0,0
1,59,3,3,7.29,9.8,19,47.6,0,1
1,344,2,3,7.42,27,546.5,84.3,0,1
0,260,0,2,6.39,12.6,10.3,53,0,1
1,691,2,1,7.21,35.9,24,45.9,0,0
0,287,3,3,7.43,27.5,15,59.9,0,1
1,833,5,3,6.56,39.6,76.2,38.9,0,1
0,174,1,2,7.97,19.9,89.1,79.8,0,1
0,89,3,2,7.99,37.1,331.3,73.6,0,1
0,530,2,3,7.45,31.7,36.4,41.2,0,1
1,481,1,3,6.87,23.5,68,65.4,0,1
1,437,2,3,8.38,24.5,38.7,59.3,1,0
1,399,0,3,7.68,30.7,408.7,83,0,1
0,955,0,3,7.19,22.1,19.3,41.3,1,1
0,282,2,0,6.54,27.5,519,83.3,0,1
1,400,5,3,7.25,30.3,786.4,96.7,0,1
0,1775,1,3,7.83,31.5,291,83.5,0,1
0,401,5,1,6.71,25.4,246.6,79.8,1,1
1,42,1,3,7.19,18.6,58.6,61.9,0,1
0,450,4,0,7.26,38.6,67.2,57.9,0,1
0,236,5,0,7.64,43.9,57.8,39.8,0,1
0,57,2,2,7.74,21.7,16.9,52.1,1,0
0,266,3,1,8.46,15.6,10.6,43,0,0
1,100,2,3,6.62,29.2,889.5,81.5,0,1
0,348,2,3,6.97,32.6,178,82.9,0,1
0,333,6,3,6.5,35.4,25.6,44.4,0,1
1,606,3,2,7.64,7.1,19,36,0,0
0,331,5,0,6.39,28.3,429.7,76.6,1,1
1,510,5,3,6.8,20.1,41.4,48.7,0,1
0,596,5,3,7.61,23.9,226.6,81.8,0,1
0,189,2,0,7.01,27.6,468.2,83.9,0,0
0,423,6,3,6.72,9.4,7,57.8,0,1
1,632,0,2,6.94,29.1,198.4,79.8,0,0
0,198,1,3,7.27,13,29.7,56.4,0,1
0,692,6,3,6.65,20.6,19.2,42.1,0,1
0,244,2,3,6.97,24.8,29.6,55.2,0,0
0,501,2,1,7.38,18.1,22.4,45.3,0,0
0,442,3,3,7.42,22.1,14.2,62.8,0,1
0,536,1,3,7.23,34.9,153.9,90.7,0,1
1,469,5,3,7.12,33.4,54.7,56.3,0,1
1,360,2,1,6.88,26.2,41.9,74.2,0,0
0,487,0,1,7.36,35.2,882.1,87.1,0,1
1,285,5,2,7.92,30.1,397.2,66.4,0,0
0,697,1,1,7.97,25.6,488.2,72.8,0,0
1,1355,5,3,7.34,5.4,19.9,42.6,0,1
1,240,0,2,7.85,27.7,129.2,61.3,0,0
0,416,3,3,6.4,33.1,161.9,66.5,0,1
0,1372,6,3,7.53,36.5,58.8,53,0,1
0,283,5,3,7.13,16.6,7.7,49,0,1
1,390,2,1,8.29,29.6,489.7,81.6,1,0
1,1303,2,2,8.28,20.1,12.4,46.7,0,0
0,1099,6,3,8.09,33.4,524.4,89.5,0,1
0,412,5,3,7.33,27.2,32.2,64.4,0,1
0,2793,2,3,7.88,27.3,33,53.7,0,1
0,681,1,3,6.41,31.3,39.3,43.6,0,1
0,483,0,2,7.74,27.5,485.5,92.3,0,0
0,618,5,1,6.98,36,108,91.2,0,1
0,1349,4,2,7.38,40.2,72.6,56,0,0
1,782,3,3,6.62,36.6,21.8,47.8,0,1
0,200,3,3,6.98,29.4,400,87,0,1
1,313,3,3,7.05,31.6,460.8,90.7,0,1
0,865,0,3,8.48,15.1,15.6,31.9,0,0
0,222,3,1,7.35,29.9,19.1,56.2,0,0
0,294,5,1,7.63,38.4,23.5,28.9,0,1
0,1451,0,2,7.14,32.1,44.3,47.3,0,1
0,705,1,3,7.29,25.1,265,83.8,1,1
1,435,2,1,7.5,35.9,245.9,76.3,0,0
1,941,0,2,6.95,35.9,227.8,68.5,0,0
1,550,0,2,8.11,34,32,64.6,0,0
0,1060,5,2,6.5,29.7,151.3,87.5,0,1
1,353,3,3,6.8,24.9,23.3,68.7,0,1
0,333,0,3,7.84,24.5,64.8,67.5,0,1
1,1287,2,3,7.8,37.6,31.9,42.7,0,1
1,400,3,2,7.29,28.4,483.4,94,0,1
0,320,4,3,6.52,25.2,773.1,93,1,1
0,216,4,3,7.21,32.1,808.2,84,1,1
1,337,5,3,7.49,31.7,675.5,76.8,0,1
0,856,5,3,6.57,27.4,19.5,67.1,0,1
1,462,2,0,7.07,43.2,16.8,30.8,0,0
1,1289,0,2,7.24,37.8,72.5,41.3,0,0
1,336,2,1,7.64,30.5,757.1,92.2,1,1
1,1217,5,1,7.58,19.6,5.5,47.3,0,0
0,229,2,1,7.9,31.3,117.4,89.2,0,0
0,378,6,3,7.65,31,153.7,68.4,0,1
1,437,1,1,7.61,30.5,59.6,46.9,1,0
1,1797,2,2,6.74,40.9,65.4,36.6,0,1
1,181,3,3,6.53,28,181.8,70.7,0,1
0,314,5,2,6.95,33.1,469,91.4,1,1
1,793,1,2,7.32,26.9,575,80.9,0,1
0,96,1,3,7.89,31.5,82.2,66.2,0,1
0,665,5,2,8.37,17.7,15.9,44.7,0,0
1,690,0,0,7.93,26.9,20.2,62.2,0,0
0,335,2,3,7.56,23.2,990.2,91.1,0,1
0,607,0,3,7.37,29.3,462.3,72.1,1,1
1,1211,1,2,8.02,20,22.2,52.9,0,0
1,189,2,0,7.65,26.4,38,68.1,0,0
0,681,1,2,6.99,18.1,39.8,64.4,0,1
1,1157,5,2,8.26,6.2,28.5,41.2,0,0
0,126,0,2,7.35,24.7,29,53.2,0,1
0,449,0,3,6.02,27.1,783.9,80.1,1,1
0,634,5,2,7.52,33.5,792.6,81.4,0,1
1,342,2,2,7.26,14.8,8.3,44.5,0,0
1,468,1,2,6.58,29.6,56.6,58.4,0,1
0,414,2,1,8.34,27.2,119.4,76.5,0,0
1,464,0,1,7.46,29.7,28.1,43,0,0
0,11419,5,3,6.95,29.7,190.1,84.9,1,1
0,698,1,3,7.32,28.7,296,77.5,0,1
1,719,1,2,6.6,27.3,35.6,56.1,0,1
1,124,3,1,6.91,13.9,8.5,40.7,0,1
0,277,6,3,7.99,33.4,564.7,93.9,0,1
1,471,6,1,7.44,44.2,71.5,53.9,0,0
0,338,0,2,7.94,43.5,19.9,28.6,0,0
0,294,3,3,6.71,30.4,119.9,77.1,0,1
0,8496,2,0,8.3,17,5.4,37.6,0,0
0,10414,0,0,7.72,16.9,21.1,48.7,0,0
1,223,2,1,7.05,32.3,404.4,98,0,0
0,881,5,3,6.06,28.4,703.3,96.3,0,1
0,497,6,3,6.53,38.7,15.3,41.8,0,1
1,142,0,0,7.02,26.9,20.4,42,0,0
0,240,3,1,7.92,21.8,48,58.5,0,1
0,313,1,2,7.62,15.4,24.4,41.3,0,1
1,143,0,0,7.39,29.5,21.2,59.9,0,0
1,246,0,1,7.33,30.1,71.5,59.4,0,0
1,225,5,2,6.61,30.1,169.7,72.9,0,1
0,787,0,0,8.32,26.8,696.8,71.9,0,0
1,188,1,3,7.16,28.2,732.3,95.5,0,1
0,505,4,1,7.55,26.8,37.3,70.6,1,0
1,440,6,3,7.79,30,490.7,81.8,0,1
0,460,3,3,6.73,31.4,57,61.8,0,1
0,974,0,0,8.02,30,716.3,94.1,0,0
0,132,5,1,7.69,26.4,86,61.6,0,1
0,472,5,2,8.07,25.3,57,58.7,0,0
0,649,3,3,6.52,31.8,683.5,81.8,1,1
0,1302,1,3,7.36,31.5,750.4,95.9,1,1
0,931,0,3,6.58,31,432.4,91.2,0,1
0,719,2,0,7.48,30.5,29.2,50.6,0,0
1,1021,0,1,6.93,25.1,531.2,80.6,0,0
1,245,5,1,7.37,30.6,311.1,91.7,0,1
1,267,5,2,7.06,42.9,67,39,0,1
0,1088,5,3,6.92,32.5,220,92,1,1
0,499,0,3,6.74,18.4,95,58.7,0,1
0,520,6,3,6.15,28.3,162.5,72.1,0,1
0,1421,5,2,8.05,20.7,17.1,50.8,0,0
0,642,1,2,6.82,28.3,60.8,66.3,0,1
0,476,6,3,7.12,31.7,376.5,66.4,1,1
